rank,title,rating,show_type,episodes,run_time,member_count
754a,JoJo no Kimyou na Bouken (TV),7.89,TV,26,Oct 2012 - Apr 2013,1579512
755a,Karigurashi no Arrietty,7.89,Movie,1,Jul 2010 - Jul 2010,331027
756a,Kotonoha no Niwa,7.89,Movie,1,May 2013 - May 2013,829575
757a,Macross F,7.89,TV,25,Apr 2008 - Sep 2008,143820
758a,"Natsu e no Tunnel, Sayonara no Deguchi",7.89,Movie,1,Sep 2022 - Sep 2022,79384
759a,Saiunkoku Monogatari,7.89,TV,39,Apr 2006 - Feb 2007,93335
760a,School Rumble,7.89,TV,26,Oct 2004 - Mar 2005,320867
761a,Tennis no Ouji-sama: Zenkoku Taikai-hen,7.89,OVA,13,Mar 2006 - Mar 2007,45271
762a,Tonikaku Kawaii,7.89,TV,12,Oct 2020 - Dec 2020,695728
763a,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.88,OVA,6,Jun 2007 - Jan 2008,36378
764a,Terra e... (TV),7.88,TV,24,Apr 2007 - Sep 2007,60571
765a,Umibe no Étranger,7.88,Movie,1,Sep 2020 - Sep 2020,160255
766a,5-toubun no Hanayome Movie,7.88,Movie,1,May 2022 - May 2022,207745
767a,BanG Dream! Movie: Poppin' Dream!,7.88,Movie,1,Jan 2022 - Jan 2022,7719
768a,Cike Wu Liuqi,7.88,ONA,10,Apr 2018 - Jun 2018,91602
769a,Code Geass: Hangyaku no Lelouch I - Koudou,7.88,Movie,1,Oct 2017 - Oct 2017,96834
770a,Detective Conan Movie 02: The Fourteenth Target,7.88,Movie,1,Apr 1998 - Apr 1998,61585
771a,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.88,Movie,1,Feb 1988 - Feb 1988,37739
772a,Hoozuki no Reitetsu 2nd Season,7.88,TV,13,Oct 2017 - Dec 2017,45621
773a,Jigoku Shoujo Futakomori,7.88,TV,26,Oct 2006 - Apr 2007,157759
774a,Kami nomi zo Shiru Sekai II,7.88,TV,12,Apr 2011 - Jun 2011,381737
775a,Les Misérables: Shoujo Cosette,7.88,TV,52,Jan 2007 - Dec 2007,28227
776a,Megalo Box,7.88,TV,13,Apr 2018 - Jun 2018,491115
777a,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.88,Special,1,Aug 2017 - Aug 2017,38089
778a,Ookiku Furikabutte,7.88,TV,25,Apr 2007 - Sep 2007,98268
779a,Quanzhi Gaoshou,7.88,ONA,12,Apr 2017 - Jun 2017,358019
780a,Shijou Saikyou no Deshi Kenichi OVA,7.88,OVA,11,Mar 2012 - May 2014,55930
781a,Space☆Dandy,7.88,TV,13,Jan 2014 - Mar 2014,343202
782a,Kidou Senshi Gundam: Suisei no Majo - Prologue,7.87,Special,1,Jul 2022 - Jul 2022,37992
783a,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.87,Movie,1,Jan 2010 - Jan 2010,30558
784a,Mo Dao Zu Shi Q,7.87,ONA,30,Jul 2020 - Jan 2021,22603
785a,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.87,OVA,1,Apr 2009 - Apr 2009,164487
786a,Osomatsu-san Movie,7.87,Movie,1,Mar 2019 - Mar 2019,14534
787a,Sekaiichi Hatsukoi OVA,7.87,OVA,2,Mar 2011 - Sep 2011,69547
788a,Shingeki no Kyojin OVA,7.87,OVA,3,Dec 2013 - Aug 2014,443971
789a,Summer Ghost,7.87,Movie,1,Nov 2021 - Nov 2021,86071
790a,Top wo Nerae! Gunbuster,7.87,OVA,6,Oct 1988 - Jul 1989,121551
791a,Wan Sheng Jie,7.87,ONA,12,Apr 2020 - May 2020,23403
792a,Zan Sayonara Zetsubou Sensei,7.87,TV,13,Jul 2009 - Sep 2009,104829
793a,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.87,Movie,1,Jun 2012 - Jun 2012,204220
794a,Carnival Phantasm,7.87,OVA,12,Aug 2011 - Dec 2011,192042
795a,Carole & Tuesday,7.87,TV,24,Apr 2019 - Oct 2019,316465
796a,Cool Doji Danshi,7.87,TV,24,Oct 2022 - Mar 2023,77600
797a,Dance Dance Danseur,7.87,TV,11,Apr 2022 - Jun 2022,78166
798a,Detective Conan Movie 26: Kurogane no Submarine,7.87,Movie,1,Apr 2023 - Apr 2023,6526
799a,Golden Kamuy,7.87,TV,12,Apr 2018 - Jun 2018,364720
800a,Beelzebub,7.86,TV,60,Jan 2011 - Mar 2012,579898
801a,Heartcatch Precure!,7.86,TV,49,Feb 2010 - Jan 2011,30644
802a,High☆Speed! Movie: Free! Starting Days,7.86,Movie,1,Dec 2015 - Dec 2015,90302
803a,InuYasha,7.86,TV,167,Oct 2000 - Sep 2004,768135
804a,Lupin III vs. Detective Conan: The Movie,7.86,Movie,1,Dec 2013 - Dec 2013,31082
805a,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86,Movie,1,Feb 2017 - Feb 2017,38151
806a,Machikado Mazoku: 2-choume,7.86,TV,12,Apr 2022 - Jul 2022,62938
807a,Magic Kaito 1412,7.86,TV,24,Oct 2014 - Mar 2015,120051
808a,Musekinin Kanchou Tylor,7.86,TV,26,Jan 1993 - Jul 1993,47531
809a,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.86,Special,1,Aug 2014 - Aug 2014,88244
810a,One Piece Film: Red,7.86,Movie,1,Aug 2022 - Aug 2022,135287
811a,Sayonara Zetsubou Sensei,7.86,TV,12,Jul 2007 - Sep 2007,336433
812a,Seitokai Yakuindomo* OVA,7.86,OVA,10,May 2014 - Sep 2020,77235
813a,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.86,Movie,1,Mar 2014 - Mar 2014,64890
814a,Tennis no Ouji-sama,7.86,TV,178,Oct 2001 - Mar 2005,178778
815a,Uma Musume: Pretty Derby - Road to the Top,7.86,ONA,4,Apr 2023 - May 2023,8847
816a,Yamada-kun to Lv999 no Koi wo Suru,7.86,TV,13,Apr 2023 - Jun 2023,280908
817a,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.86,TV,12,Jul 2017 - Sep 2017,1160588
818a,Tiger & Bunny,7.85,TV,25,Apr 2011 - Sep 2011,222169
819a,Tomo-chan wa Onnanoko!,7.85,TV,13,Jan 2023 - Mar 2023,318052
820a,Wan Sheng Jie 2,7.85,ONA,12,Oct 2020 - Dec 2020,10884
821a,Yuru Yuri Nachuyachumi!,7.85,OVA,1,Feb 2015 - Feb 2015,71768
822a,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.85,Movie,1,Apr 2001 - Apr 2001,9510
823a,Detective Conan Movie 01: The Timed Skyscraper,7.85,Movie,1,Apr 1997 - Apr 1997,69212
824a,Detective Conan Movie 22: Zero the Enforcer,7.85,Movie,1,Apr 2018 - Apr 2018,28890
825a,Detective Conan Movie 23: The Fist of Blue Sapphire,7.85,Movie,1,Apr 2019 - Apr 2019,27439
826a,Douluo Dalu,7.85,ONA,26,Jan 2018 - Jul 2018,26885
827a,Durarara!! Specials,7.85,Special,2,Aug 2010 - Feb 2011,165430
828a,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,TV,13,Apr 2018 - Jul 2018,27935
829a,Hoozuki no Reitetsu OVA,7.85,OVA,4,Feb 2015 - Mar 2017,16971
830a,Hug tto! Precure,7.85,TV,49,Feb 2018 - Jan 2019,15632
831a,K-On!,7.85,TV,13,Apr 2009 - Jun 2009,1018142
832a,K-On!!: Keikaku!,7.85,Special,1,Mar 2011 - Mar 2011,122293
833a,New Initial D Movie: Legend 3 - Mugen,7.85,Movie,1,Feb 2016 - Feb 2016,25885
834a,Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.85,OVA,1,Sep 2016 - Sep 2016,47683
835a,Noragami Aragoto OVA,7.85,OVA,2,Nov 2015 - Mar 2016,252655
836a,Paradise Kiss,7.85,TV,12,Oct 2005 - Dec 2005,215212
837a,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.85,Movie,1,Jun 2015 - Jun 2015,122009
838a,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,7.84,OVA,1,Jun 2016 - Jun 2016,387474
839a,Magi: Sinbad no Bouken (TV),7.84,TV,13,Apr 2016 - Jul 2016,465305
840a,Michiko to Hatchin,7.84,TV,22,Oct 2008 - Mar 2009,194108
841a,Oniisama e...,7.84,TV,39,Jul 1991 - May 1992,44606
842a,Seihou Bukyou Outlaw Star,7.84,TV,24,Jan 1998 - Jun 1998,150889
843a,Sekaiichi Hatsukoi 2,7.84,TV,12,Oct 2011 - Dec 2011,153746
844a,Shen Yin Wangzuo 2nd Season,7.84,ONA,52,Nov 2022 -,2267
845a,Soul Eater,7.84,TV,51,Apr 2008 - Mar 2009,1569994
846a,Trigun Stampede,7.84,TV,12,Jan 2023 - Mar 2023,144343
847a,Uchouten Kazoku,7.84,TV,13,Jul 2013 - Sep 2013,163752
848a,Urusei Yatsura 2: Beautiful Dreamer,7.84,Movie,1,Feb 1984 - Feb 1984,18962
849a,Yume-iro Pâtissière,7.84,TV,50,Oct 2009 - Sep 2010,79421
850a,Yuusha-Ou GaoGaiGar,7.84,TV,49,Feb 1997 - Jan 1998,20852
851a,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.84,Movie,1,Aug 2013 - Aug 2013,287181
852a,BanG Dream! Film Live 2nd Stage,7.84,Movie,1,Aug 2021 - Aug 2021,6352
853a,Beastars,7.84,TV,12,Oct 2019 - Dec 2019,813781
854a,Berserk: Ougon Jidai-hen - Memorial Edition,7.84,TV,13,Oct 2022 - Dec 2022,32977
855a,Grisaia no Meikyuu: Caprice no Mayu 0,7.84,Special,1,Apr 2015 - Apr 2015,224583
856a,Hanasaku Iroha Movie: Home Sweet Home,7.84,Movie,1,Mar 2013 - Mar 2013,88225
857a,Id:Invaded,7.84,TV,13,Jan 2020 - Mar 2020,346791
858a,Ie Naki Ko,7.84,TV,51,Oct 1977 - Oct 1978,14922
859a,Isekai Ojisan,7.84,TV,13,Jul 2022 - Mar 2023,302272
860a,Jibaku Shounen Hanako-kun,7.84,TV,12,Jan 2020 - Mar 2020,558285
861a,K-On!: Live House!,7.84,Special,1,Jan 2010 - Jan 2010,156382
862a,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.84,OVA,1,Dec 2005 - Dec 2005,14043
863a,91 Days,7.83,TV,12,Jul 2016 - Oct 2016,690517
864a,Break Blade Movie 4: Sanka no Chi,7.83,Movie,1,Oct 2010 - Oct 2010,57155
865a,Danshi Koukousei no Nichijou Specials,7.83,Special,6,Apr 2012 - Sep 2012,133218
866a,Gekkan Shoujo Nozaki-kun,7.83,TV,12,Jul 2014 - Sep 2014,898690
867a,Gungrave,7.83,TV,26,Oct 2003 - Mar 2004,184484
868a,Haikyuu!! Riku vs. Kuu,7.83,OVA,2,Jan 2020 - Jan 2020,283590
869a,Kara no Kyoukai Movie 4: Garan no Dou,7.83,Movie,1,May 2008 - May 2008,209263
870a,Planetarian: Hoshi no Hito,7.83,Movie,1,Sep 2016 - Sep 2016,46726
871a,Seitokai Yakuindomo Movie,7.83,Movie,1,Jul 2017 - Jul 2017,58012
872a,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.83,Movie,1,Jan 2018 - Jan 2018,65551
873a,Suzumiya Haruhi no Yuuutsu,7.83,TV,14,Apr 2006 - Jul 2006,892234
874a,Tanaka-kun wa Itsumo Kedaruge,7.83,TV,12,Apr 2016 - Jun 2016,446339
875a,Tasogare Otome x Amnesia,7.83,TV,12,Apr 2012 - Jun 2012,390748
876a,Tentai Senshi Sunred 2nd Season,7.82,TV,26,Oct 2009 - Mar 2010,7882
877a,Working'!!,7.82,TV,13,Oct 2011 - Dec 2011,258530
878a,Yuru Yuri♪♪,7.82,TV,12,Jul 2012 - Sep 2012,181163
879a,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.82,Movie,1,Oct 2015 - Oct 2015,30658
880a,Bungou Stray Dogs,7.82,TV,12,Apr 2016 - Jun 2016,1308332
881a,Capeta,7.82,TV,52,Oct 2005 - Sep 2006,26153
882a,Haikyuu!! (OVA),7.82,OVA,10,Mar 2020 - Mar 2020,30098
883a,Hidamari Sketch x 365,7.82,TV,13,Jul 2008 - Sep 2008,31294
884a,Kidou Senshi Gundam: Senkou no Hathaway,7.82,Movie,1,Jun 2021 - Jun 2021,33554
885a,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,7.82,Special,1,Jan 2022 - Jan 2022,68187
886a,Kokoro ga Sakebitagatterunda.,7.82,Movie,1,Sep 2015 - Sep 2015,320751
887a,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.82,TV,12,Jan 2023 - Mar 2023,244691
888a,Seto no Hanayome OVA,7.82,OVA,2,Nov 2008 - Jan 2009,52372
889a,Somali to Mori no Kamisama,7.82,TV,12,Jan 2020 - Mar 2020,278311
890a,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.81,Movie,1,Dec 2016 - Dec 2016,39752
891a,Kuroko no Basket: Tip Off,7.81,Special,1,Feb 2013 - Feb 2013,101612
892a,Little Witch Academia (TV),7.81,TV,25,Jan 2017 - Jun 2017,620109
893a,Lupin III: The First,7.81,Movie,1,Dec 2019 - Dec 2019,30465
894a,Lupin the IIIrd: Jigen Daisuke no Bohyou,7.81,Movie,1,Jun 2014 - Jun 2014,27997
895a,Mahoujin Guruguru (2017),7.81,TV,24,Jul 2017 - Dec 2017,32195
896a,Mairimashita! Iruma-kun 3rd Season,7.81,TV,21,Oct 2022 - Mar 2023,164417
897a,Owarimonogatari 2nd Season Recaps,7.81,Special,2,Aug 2017 - Aug 2017,25154
898a,Princess Connect! Re:Dive Season 2,7.81,TV,12,Jan 2022 - Mar 2022,118674
899a,Shingeki no Kyojin: Lost Girls,7.81,OVA,3,Dec 2017 - Aug 2018,292903
900a,Slayers Try,7.81,TV,26,Apr 1997 - Sep 1997,53701
901a,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.81,Movie,1,Nov 2015 - Nov 2015,9531
902a,Tunshi Xingkong,7.81,ONA,26,Nov 2020 - May 2021,6253
903a,Wu Shan Wu Xing (2020),7.81,ONA,3,Jul 2020 - Aug 2020,51106
904a,Aggressive Retsuko (ONA) 3rd Season,7.81,ONA,10,Aug 2020 - Aug 2020,84910
905a,Akachan to Boku,7.81,TV,35,Jul 1996 - Mar 1997,22124
906a,Blue Period,7.81,TV,12,Oct 2021 - Dec 2021,429896
907a,Break Blade Movie 5: Shisen no Hate,7.81,Movie,1,Jan 2011 - Jan 2011,54905
908a,Detective Conan Movie 08: Time Travel of the Silver Sky,7.81,Special,1,Apr 2004 - Apr 2004,20986
909a,Eikoku Koi Monogatari Emma: Molders-hen,7.81,TV,12,Apr 2007 - Jul 2007,26269
910a,Enen no Shouboutai: Ni no Shou,7.81,TV,24,Jul 2020 - Dec 2020,719297
911a,Flanders no Inu (Movie),7.81,Movie,1,Mar 1997 - Mar 1997,21598
912a,Goku Sayonara Zetsubou Sensei,7.81,OVA,3,Oct 2008 - Feb 2009,63433
913a,Igano Kabamaru,7.81,TV,24,Oct 1983 - Mar 1984,10757
914a,Jungle wa Itsumo Hare nochi Guu,7.81,TV,26,Apr 2001 - Sep 2001,33463
915a,Baby Steps,7.80,TV,25,Apr 2014 - Sep 2014,144012
916a,Beastars 2nd Season,7.80,TV,12,Jan 2021 - Mar 2021,416781
917a,City Hunter 3,7.80,TV,13,Oct 1989 - Jan 1990,20607
918a,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.80,Movie,1,Apr 2003 - Apr 2003,50105
919a,Doraemon (1979),7.80,TV,1787,Apr 1979 - Mar 2005,59979
920a,Go! Princess Precure,7.80,TV,50,Feb 2015 - Jan 2016,17151
921a,Hibike! Euphonium Movie 2: Todoketai Melody,7.80,Movie,1,Sep 2017 - Sep 2017,28449
922a,Hidamari Sketch x ☆☆☆ Specials,7.80,Special,2,Oct 2010 - Oct 2010,14642
923a,Inu-Ou,7.80,Movie,1,May 2022 - May 2022,22245
924a,InuYasha Movie 3: Tenka Hadou no Ken,7.80,Movie,1,Dec 2003 - Dec 2003,98760
925a,Jormungand,7.80,TV,12,Apr 2012 - Jun 2012,348592
926a,Little Witch Academia,7.80,Movie,1,Mar 2013 - Mar 2013,305652
927a,Lucky☆Star: Original na Visual to Animation,7.80,OVA,1,Sep 2008 - Sep 2008,130037
928a,Magi: Sinbad no Bouken,7.80,OVA,5,May 2014 - Jul 2015,130835
929a,Maria-sama ga Miteru 3rd,7.80,OVA,5,Dec 2006 - Jul 2007,22113
930a,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.80,Special,1,Apr 2010 - Apr 2010,43239
931a,Ojamajo Doremi Na-i-sho,7.80,OVA,13,Jun 2004 - Dec 2004,10288
932a,Psycho-Pass 3: First Inspector,7.80,ONA,3,Mar 2020 - Mar 2020,89844
933a,Saint☆Oniisan (Movie),7.80,Movie,1,May 2013 - May 2013,93058
934a,Wolf's Rain,7.80,TV,26,Jan 2003 - Jul 2003,319967
935a,Taishou Otome Otogibanashi,7.79,TV,12,Oct 2021 - Dec 2021,130938
936a,The Last: Naruto the Movie,7.79,Movie,1,Dec 2014 - Dec 2014,579372
937a,There She Is!!,7.79,ONA,5,Apr 2003 - Dec 2008,24450
938a,Tokyo Ghoul,7.79,TV,12,Jul 2014 - Sep 2014,2708660
939a,Tunshi Xingkong 2nd Season,7.79,ONA,104,Dec 2021 -,4601
940a,Violet Evergarden CM,7.79,ONA,2,May 2016 - Mar 2017,4867
941a,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.79,Movie,1,Apr 2017 - Apr 2017,14071
942a,Coquelicot-zaka kara,7.79,Movie,1,Jul 2011 - Jul 2011,191257
943a,Detective Conan Movie 09: Strategy Above the Depths,7.79,Movie,1,Apr 2005 - Apr 2005,48027
944a,Emiya-san Chi no Kyou no Gohan,7.79,ONA,13,Jan 2018 - Jan 2019,125806
945a,Fate/Grand Carnival,7.79,OVA,4,Dec 2020 - Oct 2021,50918
946a,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,7.79,Movie,1,Jul 2021 - Jul 2021,68587
947a,Innocence,7.79,Movie,1,Mar 2004 - Mar 2004,156970
948a,Kekkai Sensen & Beyond,7.79,TV,12,Oct 2017 - Dec 2017,420311
949a,Last Exile,7.79,TV,26,Apr 2003 - Sep 2003,170458
950a,New Initial D Movie: Legend 2 - Tousou,7.79,Movie,1,May 2015 - May 2015,28679
951a,Seikai no Senki II,7.79,TV,10,Jul 2001 - Sep 2001,23187
952a,Shadows House,7.79,TV,13,Apr 2021 - Jul 2021,231020
953a,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7.78,Movie,1,Dec 2007 - Dec 2007,234156
954a,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.78,TV,373,Jun 1996 - Dec 2004,17721
955a,Macross F Movie 1: Itsuwari no Utahime,7.78,Movie,1,Nov 2009 - Nov 2009,30296
956a,Magic Kaito,7.78,Special,12,Apr 2010 - Dec 2012,69820
957a,Mind Game,7.78,Movie,1,Aug 2004 - Aug 2004,82403
958a,New Initial D Movie: Legend 1 - Kakusei,7.78,Movie,1,Aug 2014 - Aug 2014,35735
959a,Saiyuuki Gaiden,7.78,OVA,3,Mar 2011 - Nov 2011,13367
960a,Seitokai Yakuindomo Movie 2,7.78,Movie,1,Jan 2021 - Jan 2021,30221
961a,Shin Kidou Senki Gundam Wing: Endless Waltz Special,7.78,Movie,1,Aug 1998 - Aug 1998,58363
962a,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.78,Movie,1,Oct 2019 - Oct 2019,3668
963a,Yi Nian Yong Heng,7.78,ONA,52,Aug 2020 - Jul 2021,14837
964a,Break Blade Movie 3: Kyoujin no Ato,7.78,Movie,1,Sep 2010 - Sep 2010,58320
965a,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.78,Special,1,Jul 2009 - Jul 2009,258690
966a,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.78,OVA,1,Jul 2009 - Jul 2009,47637
967a,Crayon Shin-chan,7.78,TV,?,Apr 1992 -,80134
968a,Date A Live IV,7.78,TV,12,Apr 2022 - Jun 2022,229913
969a,Detective Conan Movie 12: Full Score of Fear,7.78,Movie,1,Apr 2008 - Apr 2008,45687
970a,Digimon Adventure: Bokura no War Game!,7.78,Movie,1,Mar 2000 - Mar 2000,76152
971a,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.78,OVA,7,Jul 1992 - Jan 1998,25812
972a,Ginga Tetsudou 999,7.78,TV,113,Sep 1978 - Mar 1981,35761
973a,Gochuumon wa Usagi desu ka??,7.78,TV,12,Oct 2015 - Dec 2015,127017
974a,Gochuumon wa Usagi desu ka?? Dear My Sister,7.78,Movie,1,Nov 2017 - Nov 2017,40381
975a,Jin-Rou,7.78,Movie,1,Jun 2000 - Jun 2000,169374
976a,Jungle wa Itsumo Hare nochi Guu Deluxe,7.78,OVA,6,Aug 2002 - Jan 2003,12258
977a,Akage no Anne,7.77,TV,50,Jan 1979 - Dec 1979,31152
978a,Aria the Crepuscolo,7.77,Movie,1,Mar 2021 - Mar 2021,11426
979a,Digimon Adventure,7.77,TV,54,Mar 1999 - Mar 2000,390373
980a,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.77,Special,1,Feb 1993 - Feb 1993,106111
981a,Hadashi no Gen,7.77,Movie,1,Jul 1983 - Jul 1983,50504
982a,"Haikyuu!! vs. ""Akaten""",7.77,OVA,1,May 2016 - May 2016,89428
983a,Heike Monogatari,7.77,TV,11,Jan 2022 - Mar 2022,74634
984a,Hidamari Sketch x SP,7.77,Special,2,Oct 2011 - Nov 2011,14500
985a,High Score Girl,7.77,TV,12,Jul 2018 - Sep 2018,248039
986a,Hoozuki no Reitetsu,7.77,TV,13,Jan 2014 - Apr 2014,127836
987a,Kidou Senshi Gundam,7.77,TV,43,Apr 1979 - Jan 1980,127398
988a,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,7.77,OVA,8,Oct 2016 - Sep 2017,101602
989a,Kumichou Musume to Sewagakari,7.77,TV,12,Jul 2022 - Sep 2022,194463
990a,Love Live! School Idol Project 2nd Season,7.77,TV,13,Apr 2014 - Jun 2014,252297
991a,Lupin III: Part II,7.77,TV,155,Oct 1977 - Oct 1980,33521
992a,Lupin the Third: Mine Fujiko to Iu Onna,7.77,TV,13,Apr 2012 - Jun 2012,61347
993a,Saraiya Goyou,7.77,TV,12,Apr 2010 - Jul 2010,90063
994a,Sekaiichi Hatsukoi: Valentine-hen,7.77,Movie,1,Mar 2014 - Mar 2014,40454
995a,Sonny Boy,7.77,TV,12,Jul 2021 - Oct 2021,283189
996a,Wan Sheng Jie 3,7.77,ONA,12,Jan 2022 - Apr 2022,6480
997a,Yuru Yuri Nachuyachumi!+,7.77,Special,2,Aug 2015 - Sep 2015,53704
998a,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.76,Movie,1,Aug 2015 - Aug 2015,9948
999a,Texhnolyze,7.76,TV,22,Apr 2003 - Sep 2003,240472
1000a,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.76,Special,1,Dec 2014 - Dec 2014,12620
